rank,trader,roi,pnl,pnl_clean,vol,vol_clean,net
1,0x277C54A2907cCF7B9Af66104377694A624B3F6F3,978.6860064303886,10589307.47284631,10589307.47284631,33738435.55673784,33738435.55673784,11355990.974366317
2,0x17c9d33F6bF18cCa32f21a1A6cB2F49aCaC8B30D,724.0029872287134,4763.457171650674,4763.457171650674,11529.608495881612,11529.608495881612,
3,0x2F8EB06c311214707f83461cC77646c9Aef9985f,670.4058230704442,651.9907256943726,651.9907256943726,1448.4395232484867,1448.4395232484867,
4,0xef7ad5c1b7F18382176BCA305256b3766cE86007,647.215436233613,94.95756758684252,94.95756758684252,231.0214912836064,231.0214912836064,
5,0x99Bf19dcA2125B789Cfe8A9609C1A217b4E5c918,614.618012080288,2925.196519897499,2925.196519897499,16054.402354524653,16054.402354524653,
6,0xc7FEe04d1E2c49D687121ff01CD48F17926b6DA5,522.9091323436476,34478.91521731378,34478.91521731378,160499.65042101705,160499.65042101705,112.26464661740212
7,0x4e48EDb00147300dB752163E34412d97CC4AdC13,516.4333103395516,23593.05386769774,23593.05386769774,15608.105035552053,15608.105035552053,28161.51476968438
8,0xa9D6333E01d61782456E41033f838AB8e7E1f458,478.9886900024792,24696.719807372236,24696.719807372236,56292.778599953206,56292.778599953206,
9,0x6A1aCC5c4aC255Fc2591A9E54E265E2a1E9697c4,424.80119455568143,82675.4813809379,82675.4813809379,260845.39108929527,260845.39108929527,
10,0xE7b27BD74F522afa05732ba82B2F46A38D4Be098,400.6805583987105,3011.5310413005686,3011.5310413005686,9538.933960328088,9538.933960328088,
11,0x0870f02262CbfcD153cEED47E63aec55d9B45E73,349.33724471223593,6458.950955054827,6458.950955054827,5633.1307366118235,5633.1307366118235,8307.866595405556
12,0xBfe4c9D3235475C138a61f62e9e72FaD94A3303b,320.2920545121851,2814.735858826222,2814.735858826222,7196.089010726878,7196.089010726878,3659.915287539385
13,0x7eA23185A79895fE4717d050Ae18AcA6da1934DC,319.54624645612466,8445.584723359227,8445.584723359227,15561.181599174126,15561.181599174126,4988.330758984293
14,0xdee12b0DA2Fe75F5EFA4B0A263B0a407eA90D6c8,312.1922085180912,47099.54810691069,47099.54810691069,30477.096414194802,30477.096414194802,62186.26290049316
